Date,SAP actual day
2018-01-01,1.708
2018-01-02,1.733
2018-01-03,1.766
2018-01-04,1.772
2018-01-05,1.760
2018-01-06,1.719
2018-01-07,1.817
2018-01-08,1.799
2018-01-09,1.773
2018-01-10,1.786
2018-01-11,1.833
2018-01-12,1.778
2018-01-13,1.780
2018-01-14,1.777
2018-01-15,1.733
2018-01-16,1.730
2018-01-17,1.718
2018-01-18,1.703
2018-01-19,1.716
2018-01-20,1.720
2018-01-21,1.700
2018-01-22,1.685
2018-01-23,1.653
2018-01-24,1.624
2018-01-25,1.653
2018-01-26,1.615
2018-01-27,1.622
2018-01-28,1.555
2018-01-29,1.589
2018-01-30,1.630
2018-01-31,1.612
2018-02-01,1.695
2018-02-02,1.764
2018-02-03,1.662
2018-02-04,1.680
2018-02-05,1.693
2018-02-06,1.710
2018-02-07,1.767
2018-02-08,1.744
2018-02-09,1.728
2018-02-10,1.743
2018-02-11,1.712
2018-02-12,1.725
2018-02-13,1.797
2018-02-14,1.727
2018-02-15,1.648
2018-02-16,1.731
2018-02-17,1.712
2018-02-18,1.707
2018-02-19,1.888
2018-02-20,1.877
2018-02-21,1.941
2018-02-22,2.074
2018-02-23,2.078
2018-02-24,1.870
2018-02-25,1.895
2018-02-26,2.417
2018-02-27,3.649
2018-02-28,5.754
2018-03-01,12.716
2018-03-02,8.694
2018-03-03,2.239
2018-03-04,1.991
2018-03-05,1.744
2018-03-06,1.765
2018-03-07,1.721
2018-03-08,1.790
2018-03-09,1.898
2018-03-10,1.862
2018-03-11,1.847
2018-03-12,2.505
2018-03-13,2.330
2018-03-14,2.080
2018-03-15,2.256
2018-03-16,1.874
2018-03-17,1.888
2018-03-18,2.200
2018-03-19,1.970
2018-03-20,1.909
2018-03-21,1.863
2018-03-22,1.855
2018-03-23,1.755
2018-03-24,1.791
2018-03-25,1.688
2018-03-26,1.636
2018-03-27,1.715
2018-03-28,1.661
2018-03-29,1.765
2018-03-30,1.662
2018-03-31,1.674
2018-04-01,1.811
2018-04-02,1.796
2018-04-03,1.638
2018-04-04,1.679
2018-04-05,1.688
2018-04-06,1.663
2018-04-07,1.706
2018-04-08,1.688
2018-04-09,1.772
2018-04-10,1.834
2018-04-11,1.860
2018-04-12,1.914
2018-04-13,1.875
2018-04-14,1.685
2018-04-15,1.722
2018-04-16,1.713
2018-04-17,1.728
2018-04-18,1.657
2018-04-19,1.763
2018-04-20,1.739
2018-04-21,1.677
2018-04-22,1.673
2018-04-23,1.718
2018-04-24,1.744
2018-04-25,1.730
2018-04-26,1.778
2018-04-27,1.840
2018-04-28,1.849
2018-04-29,1.844
2018-04-30,1.845
2018-05-01,1.811
2018-05-02,1.823
2018-05-03,1.801
2018-05-04,1.829
2018-05-05,1.807
2018-05-06,1.795
2018-05-07,1.815
2018-05-08,1.829
2018-05-09,1.782
2018-05-10,1.823
2018-05-11,1.876
2018-05-12,1.895
2018-05-13,1.861
2018-05-14,1.931
2018-05-15,1.861
2018-05-16,1.894
2018-05-17,1.976
2018-05-18,1.947
2018-05-19,1.927
2018-05-20,1.887
2018-05-21,1.928
2018-05-22,2.007
2018-05-23,1.986
2018-05-24,2.019
2018-05-25,1.909
2018-05-26,1.862
2018-05-27,1.886
2018-05-28,1.915
2018-05-29,2.016
2018-05-30,2.116
2018-05-31,2.035
2018-06-01,1.965
2018-06-02,1.985
2018-06-03,1.992
2018-06-04,2.029
2018-06-05,1.959
2018-06-06,1.948
2018-06-07,2.020
2018-06-08,2.005
2018-06-09,1.957
2018-06-10,1.914
2018-06-11,1.868
2018-06-12,1.860
2018-06-13,1.992
2018-06-14,1.927
2018-06-15,1.880
2018-06-16,1.857
2018-06-17,1.865
2018-06-18,1.873
2018-06-19,1.835
2018-06-20,1.833
2018-06-21,1.758
2018-06-22,1.800
2018-06-23,1.824
2018-06-24,1.802
2018-06-25,1.808
2018-06-26,1.834
2018-06-27,1.890
2018-06-28,1.867
2018-06-29,1.785
2018-06-30,1.808
2018-07-01,1.808
2018-07-02,1.911
2018-07-03,1.904
2018-07-04,1.937
2018-07-05,1.986
2018-07-06,1.961
2018-07-07,1.975
2018-07-08,1.982
2018-07-09,2.023
2018-07-10,1.985
2018-07-11,1.973
2018-07-12,1.934
2018-07-13,2.002
2018-07-14,1.964
2018-07-15,1.963
2018-07-16,1.902
2018-07-17,1.960
2018-07-18,1.999
2018-07-19,1.983
2018-07-20,1.972
2018-07-21,1.944
2018-07-22,1.964
2018-07-23,2.004
2018-07-24,2.009
2018-07-25,1.971
2018-07-26,1.960
2018-07-27,1.970
2018-07-28,1.965
2018-07-29,1.964
2018-07-30,2.016
2018-07-31,2.000
2018-08-01,1.967
2018-08-02,2.016
2018-08-03,2.005
2018-08-04,1.965
2018-08-05,1.964
2018-08-06,2.004
2018-08-07,2.007
2018-08-08,2.014
2018-08-09,1.984
2018-08-10,2.005
2018-08-11,2.024
2018-08-12,2.035
2018-08-13,2.107
2018-08-14,2.047
2018-08-15,2.008
2018-08-16,2.093
2018-08-17,2.128
2018-08-18,2.084
2018-08-19,2.049
2018-08-20,2.142
2018-08-21,2.181
2018-08-22,2.200
2018-08-23,2.223
2018-08-24,2.244
2018-08-25,2.275
2018-08-26,2.234
2018-08-27,2.273
2018-08-28,2.341
2018-08-29,2.401
2018-08-30,2.377
2018-08-31,2.291
2018-09-01,2.317
2018-09-02,2.314
2018-09-03,2.418
2018-09-04,2.418
2018-09-05,2.454
2018-09-06,2.541
2018-09-07,2.559
2018-09-08,2.567
2018-09-09,2.493
2018-09-10,2.625
2018-09-11,2.581
2018-09-12,2.519
2018-09-13,2.408
2018-09-14,2.407
2018-09-15,2.432
2018-09-16,2.398
2018-09-17,2.469
2018-09-18,2.406
2018-09-19,2.537
2018-09-20,2.599
2018-09-21,2.650
2018-09-22,2.644
2018-09-23,2.604
2018-09-24,2.681
2018-09-25,2.637
2018-09-26,2.554
2018-09-27,2.481
2018-09-28,2.496
2018-09-29,2.485
2018-09-30,2.461
2018-10-01,2.433
2018-10-02,2.452
2018-10-03,2.428
2018-10-04,2.456
2018-10-05,2.493
2018-10-06,2.449
2018-10-07,2.441
2018-10-08,2.361
2018-10-09,2.231
2018-10-10,2.204
2018-10-11,2.138
2018-10-12,2.262
2018-10-13,2.263
2018-10-14,2.311
2018-10-15,2.356
2018-10-16,2.287
2018-10-17,2.157
2018-10-18,2.212
2018-10-19,2.316
2018-10-20,2.257
2018-10-21,2.070
2018-10-22,2.137
2018-10-23,2.086
2018-10-24,2.137
2018-10-25,2.215
2018-10-26,2.119
2018-10-27,2.097
2018-10-28,2.212
2018-10-29,2.228
2018-10-30,2.241
2018-10-31,2.145
2018-11-01,2.098
2018-11-02,2.105
2018-11-03,2.091
2018-11-04,2.101
2018-11-05,2.080
2018-11-06,2.072
2018-11-07,2.153
2018-11-08,2.174
2018-11-09,2.117
2018-11-10,2.094
2018-11-11,2.112
2018-11-12,2.195
2018-11-13,2.267
2018-11-14,2.318
2018-11-15,2.412
2018-11-16,2.389
2018-11-17,2.225
2018-11-18,2.306
2018-11-19,2.241
2018-11-20,2.201
2018-11-21,2.254
2018-11-22,2.269
2018-11-23,2.227
2018-11-24,2.231
2018-11-25,2.225
2018-11-26,2.181
2018-11-27,2.246
2018-11-28,2.160
2018-11-29,2.145
2018-11-30,2.156
2018-12-01,2.235
2018-12-02,2.161
2018-12-03,2.249
2018-12-04,2.250
2018-12-05,2.211
2018-12-06,2.042
2018-12-07,1.999
2018-12-08,2.029
2018-12-09,2.087
2018-12-10,2.171
2018-12-11,2.156
2018-12-12,2.204
2018-12-13,2.248
2018-12-14,2.274
2018-12-15,2.279
2018-12-16,2.262
2018-12-17,2.256
2018-12-18,2.173
2018-12-19,2.319
2018-12-20,2.277
2018-12-21,2.259
2018-12-22,2.263
2018-12-23,2.311
2018-12-24,2.274
2018-12-25,2.226
2018-12-26,2.185
2018-12-27,2.103
2018-12-28,2.047
2018-12-29,1.987
2018-12-30,1.986
2018-12-31,1.664
2019-01-01,1.712
2019-01-02,2.047
2019-01-03,2.039
2019-01-04,2.061
2019-01-05,2.034
2019-01-06,1.973
2019-01-07,1.899
2019-01-08,1.977
2019-01-09,1.994
2019-01-10,2.006
2019-01-11,2.033
2019-01-12,1.995
2019-01-13,1.980
2019-01-14,1.949
2019-01-15,2.032
2019-01-16,1.996
2019-01-17,2.073
2019-01-18,2.045
2019-01-19,2.066
2019-01-20,2.047
2019-01-21,1.991
2019-01-22,2.039
2019-01-23,2.063
2019-01-24,1.976
2019-01-25,1.840
2019-01-26,1.823
2019-01-27,1.884
2019-01-28,1.912
2019-01-29,1.876
2019-01-30,1.851
2019-01-31,1.849
2019-02-01,1.726
2019-02-02,1.732
2019-02-03,1.731
2019-02-04,1.737
2019-02-05,1.736
2019-02-06,1.725
2019-02-07,1.727
2019-02-08,1.682
2019-02-09,1.690
2019-02-10,1.674
2019-02-11,1.625
2019-02-12,1.585
2019-02-13,1.606
2019-02-14,1.623
2019-02-15,1.603
2019-02-16,1.597
2019-02-17,1.596
2019-02-18,1.567
2019-02-19,1.565
2019-02-20,1.582
2019-02-21,1.519
2019-02-22,1.535
2019-02-23,1.540
2019-02-24,1.511
2019-02-25,1.478
2019-02-26,1.497
2019-02-27,1.526
2019-02-28,1.548
2019-03-01,1.513
2019-03-02,1.488
2019-03-03,1.510
2019-03-04,1.504
2019-03-05,1.501
2019-03-06,1.448
2019-03-07,1.470
2019-03-08,1.487
2019-03-09,1.478
2019-03-10,1.483
2019-03-11,1.442
2019-03-12,1.423
2019-03-13,1.368
2019-03-14,1.344
2019-03-15,1.272
2019-03-16,1.299
2019-03-17,1.308
2019-03-18,1.371
2019-03-19,1.279
2019-03-20,1.294
2019-03-21,1.287
2019-03-22,1.272
2019-03-23,1.222
2019-03-24,1.203
2019-03-25,1.192
2019-03-26,1.240
2019-03-27,1.293
2019-03-28,1.218
2019-03-29,1.169
2019-03-30,1.179
2019-03-31,1.175
2019-04-01,1.126
2019-04-02,1.089
2019-04-03,1.150
2019-04-04,1.255
2019-04-05,1.347
2019-04-06,1.392
2019-04-07,1.390
2019-04-08,1.330
2019-04-09,1.467
2019-04-10,1.383
2019-04-11,1.371
2019-04-12,1.419
2019-04-13,1.306
2019-04-14,1.304
2019-04-15,1.264
2019-04-16,1.300
2019-04-17,1.273
2019-04-18,1.260
2019-04-19,1.204
2019-04-20,1.190
2019-04-21,1.092
2019-04-22,1.053
2019-04-23,0.902
2019-04-24,1.074
2019-04-25,1.105
2019-04-26,1.125
2019-04-27,1.107
2019-04-28,1.162
2019-04-29,1.156
2019-04-30,1.164
2019-05-01,1.130
2019-05-02,1.181
2019-05-03,1.200
2019-05-04,1.156
2019-05-05,1.169
2019-05-06,1.221
2019-05-07,1.146
2019-05-08,1.241
2019-05-09,1.380
2019-05-10,1.305
2019-05-11,1.250
2019-05-12,1.169
2019-05-13,1.021
2019-05-14,1.052
2019-05-15,1.113
2019-05-16,0.953
2019-05-17,1.109
2019-05-18,1.089
2019-05-19,1.087
2019-05-20,1.067
2019-05-21,1.018
2019-05-22,1.015
2019-05-23,0.991
2019-05-24,1.008
2019-05-25,1.006
2019-05-26,0.971
2019-05-27,1.023
2019-05-28,1.046
2019-05-29,1.015
2019-05-30,0.972
2019-05-31,0.929
2019-06-01,0.920
2019-06-02,0.873
2019-06-03,0.903
2019-06-04,1.007
2019-06-05,0.957
2019-06-06,0.921
2019-06-07,0.996
2019-06-08,1.008
2019-06-09,1.017
2019-06-10,1.052
2019-06-11,1.001
2019-06-12,1.022
2019-06-13,1.076
2019-06-14,1.057
2019-06-15,1.051
2019-06-16,1.004
2019-06-17,1.066
2019-06-18,1.036
2019-06-19,0.971
2019-06-20,0.959
2019-06-21,0.933
2019-06-22,0.979
2019-06-23,0.963
2019-06-24,0.941
2019-06-25,0.911
2019-06-26,0.867
2019-06-27,0.807
2019-06-28,0.848
2019-06-29,0.871
2019-06-30,0.856
2019-07-01,0.905
2019-07-02,0.958
2019-07-03,0.950
2019-07-04,0.947
2019-07-05,1.044
2019-07-06,1.038
2019-07-07,0.997
2019-07-08,1.056
2019-07-09,1.084
2019-07-10,1.185
2019-07-11,1.246
2019-07-12,1.175
2019-07-13,1.227
2019-07-14,1.223
2019-07-15,1.172
2019-07-16,1.105
2019-07-17,1.072
2019-07-18,1.008
2019-07-19,1.002
2019-07-20,0.958
2019-07-21,0.941
2019-07-22,0.933
2019-07-23,1.018
2019-07-24,0.964
2019-07-25,0.932
2019-07-26,0.948
2019-07-27,0.922
2019-07-28,0.904
2019-07-29,0.930
2019-07-30,0.905
2019-07-31,0.931
2019-08-01,1.086
2019-08-02,1.098
2019-08-03,1.103
2019-08-04,1.070
2019-08-05,0.931
2019-08-06,0.864
2019-08-07,0.944
2019-08-08,0.991
2019-08-09,0.986
2019-08-10,0.994
2019-08-11,1.014
2019-08-12,1.025
2019-08-13,1.018
2019-08-14,0.951
2019-08-15,0.884
2019-08-16,0.952
2019-08-17,0.923
2019-08-18,0.917
2019-08-19,0.895
2019-08-20,0.988
2019-08-21,0.975
2019-08-22,0.993
2019-08-23,0.780
2019-08-24,0.881
2019-08-25,0.850
2019-08-26,0.980
2019-08-27,0.982
2019-08-28,0.916
2019-08-29,0.885
2019-08-30,0.875
2019-08-31,0.905
2019-09-01,0.874
2019-09-02,0.678
2019-09-03,0.685
2019-09-04,0.666
2019-09-05,0.686
2019-09-06,0.874
2019-09-07,0.878
2019-09-08,0.899
2019-09-09,0.881
2019-09-10,0.911
2019-09-11,0.872
2019-09-12,1.023
2019-09-13,0.991
2019-09-14,1.045
2019-09-15,1.058
2019-09-16,1.056
2019-09-17,0.876
2019-09-18,0.897
2019-09-19,0.817
2019-09-20,0.856
2019-09-21,0.868
2019-09-22,0.906
2019-09-23,0.853
2019-09-24,0.904
2019-09-25,0.854
2019-09-26,0.822
2019-09-27,0.873
2019-09-28,0.885
2019-09-29,0.894
2019-09-30,0.779
2019-10-01,0.910
2019-10-02,0.933
2019-10-03,1.127
2019-10-04,1.036
2019-10-05,0.974
2019-10-06,0.957
2019-10-07,0.921
2019-10-08,0.864
2019-10-09,0.745
2019-10-10,0.802
2019-10-11,0.828
2019-10-12,0.886
2019-10-13,0.861
2019-10-14,1.010
2019-10-15,0.968
2019-10-16,0.891
2019-10-17,0.968
2019-10-18,1.021
2019-10-19,0.922
2019-10-20,0.856
2019-10-21,0.802
2019-10-22,0.894
2019-10-23,0.972
2019-10-24,1.006
2019-10-25,1.018
2019-10-26,0.802
2019-10-27,0.698
2019-10-28,0.932
2019-10-29,0.879
2019-10-30,0.776
2019-10-31,0.916
2019-11-01,0.965
2019-11-02,0.937
2019-11-03,0.994
2019-11-04,1.134
2019-11-05,1.057
2019-11-06,1.155
2019-11-07,1.213
2019-11-08,1.294
2019-11-09,1.279
2019-11-10,1.259
2019-11-11,1.217
2019-11-12,1.377
2019-11-13,1.339
2019-11-14,1.306
2019-11-15,1.375
2019-11-16,1.384
2019-11-17,1.353
2019-11-18,1.364
2019-11-19,1.407
2019-11-20,1.347
2019-11-21,1.460
2019-11-22,1.409
2019-11-23,1.413
2019-11-24,1.415
2019-11-25,1.452
2019-11-26,1.387
2019-11-27,1.444
2019-11-28,1.391
2019-11-29,1.393
2019-11-30,1.410
2019-12-01,1.374
2019-12-02,1.350
2019-12-03,1.236
2019-12-04,1.255
2019-12-05,1.151
2019-12-06,1.130
2019-12-07,1.191
2019-12-08,1.192
2019-12-09,1.193
2019-12-10,1.083
2019-12-11,1.105
2019-12-12,1.225
2019-12-13,1.051
2019-12-14,1.091
2019-12-15,1.089
2019-12-16,1.118
2019-12-17,1.161
2019-12-18,1.121
2019-12-19,1.147
2019-12-20,1.124
2019-12-21,1.129
2019-12-22,1.098
2019-12-23,0.975
2019-12-24,0.954
2019-12-25,1.014
2019-12-26,1.028
2019-12-27,0.982
2019-12-28,1.032
2019-12-29,1.088
2019-12-30,1.069
2019-12-31,1.014
2020-01-01,0.894
2020-01-02,0.933
2020-01-03,0.982
2020-01-04,1.011
2020-01-05,0.973
2020-01-06,0.997
2020-01-07,0.976
2020-01-08,0.953
2020-01-09,1.038
2020-01-10,1.054
2020-01-11,1.056
2020-01-12,1.040
2020-01-13,1.054
2020-01-14,1.002
2020-01-15,0.989
2020-01-16,0.998
2020-01-17,0.971
2020-01-18,0.978
2020-01-19,1.003
2020-01-20,0.951
2020-01-21,1.010
2020-01-22,0.959
2020-01-23,0.919
2020-01-24,0.949
2020-01-25,0.957
2020-01-26,0.941
2020-01-27,0.962
2020-01-28,0.967
2020-01-29,0.922
2020-01-30,0.882
2020-01-31,0.901
2020-02-01,0.887
2020-02-02,0.886
2020-02-03,0.861
2020-02-04,0.860
2020-02-05,0.825
2020-02-06,0.790
2020-02-07,0.776
2020-02-08,0.754
2020-02-09,0.765
2020-02-10,0.769
2020-02-11,0.741
2020-02-12,0.719
2020-02-13,0.729
2020-02-14,0.750
2020-02-15,0.753
2020-02-16,0.757
2020-02-17,0.790
2020-02-18,0.828
2020-02-19,0.895
2020-02-20,0.841
2020-02-21,0.852
2020-02-22,0.864
2020-02-23,0.855
2020-02-24,0.855
2020-02-25,0.846
2020-02-26,0.874
2020-02-27,0.861
2020-02-28,0.831
2020-02-29,0.812
2020-03-01,0.843
2020-03-02,0.856
2020-03-03,0.923
2020-03-04,0.876
2020-03-05,0.896
2020-03-06,0.804
2020-03-07,0.798
2020-03-08,0.766
2020-03-09,0.794
2020-03-10,0.846
2020-03-11,0.837
2020-03-12,0.815
2020-03-13,0.844
2020-03-14,0.808
2020-03-15,0.842
2020-03-16,0.775
2020-03-17,0.833
2020-03-18,0.849
2020-03-19,0.843
2020-03-20,0.745
2020-03-21,0.758
2020-03-22,0.779
2020-03-23,0.726
2020-03-24,0.727
2020-03-25,0.777
2020-03-26,0.679
2020-03-27,0.668
2020-03-28,0.640
2020-03-29,0.683
2020-03-30,0.690
2020-03-31,0.607
2020-04-01,0.596
2020-04-02,0.574
2020-04-03,0.546
2020-04-04,0.598
2020-04-05,0.572
2020-04-06,0.566
2020-04-07,0.580
2020-04-08,0.520
2020-04-09,0.519
2020-04-10,0.531
2020-04-11,0.516
2020-04-12,0.518
2020-04-13,0.553
2020-04-14,0.526
2020-04-15,0.468
2020-04-16,0.499
2020-04-17,0.470
2020-04-18,0.512
2020-04-19,0.475
2020-04-20,0.369
2020-04-21,0.318
2020-04-22,0.426
2020-04-23,0.411
2020-04-24,0.355
2020-04-25,0.396
2020-04-26,0.398
2020-04-27,0.429
2020-04-28,0.481
2020-04-29,0.450
2020-04-30,0.424
2020-05-01,0.472
2020-05-02,0.477
2020-05-03,0.484
2020-05-04,0.472
2020-05-05,0.479
2020-05-06,0.502
2020-05-07,0.483
2020-05-08,0.476
2020-05-09,0.472
2020-05-10,0.462
2020-05-11,0.457
2020-05-12,0.450
2020-05-13,0.445
2020-05-14,0.455
2020-05-15,0.435
2020-05-16,0.455
2020-05-17,0.447
2020-05-18,0.406
2020-05-19,0.398
2020-05-20,0.361
2020-05-21,0.321
2020-05-22,0.351
2020-05-23,0.378
2020-05-24,0.373
2020-05-25,0.414
2020-05-26,0.360
2020-05-27,0.318
2020-05-28,0.299
2020-05-29,0.326
2020-05-30,0.333
2020-05-31,0.336
2020-06-01,0.309
2020-06-02,0.403
2020-06-03,0.391
2020-06-04,0.452
2020-06-05,0.416
2020-06-06,0.424
2020-06-07,0.434
2020-06-08,0.452
2020-06-09,0.427
2020-06-10,0.421
2020-06-11,0.451
2020-06-12,0.480
2020-06-13,0.466
2020-06-14,0.467
2020-06-15,0.494
2020-06-16,0.488
2020-06-17,0.474
2020-06-18,0.500
2020-06-19,0.508
2020-06-20,0.470
2020-06-21,0.459
2020-06-22,0.459
2020-06-23,0.538
2020-06-24,0.515
2020-06-25,0.465
2020-06-26,0.482
2020-06-27,0.464
2020-06-28,0.470
2020-06-29,0.512
2020-06-30,0.559
2020-07-01,0.517
2020-07-02,0.489
2020-07-03,0.444
2020-07-04,0.455
2020-07-05,0.458
2020-07-06,0.498
2020-07-07,0.525
2020-07-08,0.498
2020-07-09,0.481
2020-07-10,0.436
2020-07-11,0.449
2020-07-12,0.419
2020-07-13,0.409
2020-07-14,0.410
2020-07-15,0.424
2020-07-16,0.411
2020-07-17,0.450
2020-07-18,0.437
2020-07-19,0.436
2020-07-20,0.427
2020-07-21,0.446
2020-07-22,0.427
2020-07-23,0.454
2020-07-24,0.447
2020-07-25,0.432
2020-07-26,0.432
2020-07-27,0.424
2020-07-28,0.446
2020-07-29,0.453
2020-07-30,0.449
2020-07-31,0.466
2020-08-01,0.453
2020-08-02,0.453
2020-08-03,0.544
2020-08-04,0.518
2020-08-05,0.557
2020-08-06,0.632
2020-08-07,0.681
2020-08-08,0.684
2020-08-09,0.680
2020-08-10,0.692
2020-08-11,0.668
2020-08-12,0.642
2020-08-13,0.678
2020-08-14,0.703
2020-08-15,0.720
2020-08-16,0.721
2020-08-17,0.697
2020-08-18,0.775
2020-08-19,0.741
2020-08-20,0.681
2020-08-21,0.639
2020-08-22,0.641
2020-08-23,0.670
2020-08-24,0.790
2020-08-25,0.830
2020-08-26,0.877
2020-08-27,0.869
2020-08-28,0.914
2020-08-29,0.935
2020-08-30,0.948
2020-08-31,0.969
2020-09-01,0.955
2020-09-02,0.921
2020-09-03,0.957
2020-09-04,1.044
2020-09-05,1.011
2020-09-06,1.027
2020-09-07,0.965
2020-09-08,0.946
2020-09-09,0.971
2020-09-10,0.939
2020-09-11,0.925
2020-09-12,0.873
2020-09-13,0.852
2020-09-14,0.969
2020-09-15,0.990
2020-09-16,0.981
2020-09-17,0.976
2020-09-18,0.976
2020-09-19,0.964
2020-09-20,1.006
2020-09-21,1.041
2020-09-22,1.068
2020-09-23,1.099
2020-09-24,1.087
2020-09-25,1.120
2020-09-26,1.107
2020-09-27,1.106
2020-09-28,1.226
2020-09-29,1.179
2020-09-30,1.200
2020-10-01,1.082
2020-10-02,1.124
2020-10-03,1.183
2020-10-04,1.190
2020-10-05,1.206
2020-10-06,1.212
2020-10-07,1.309
2020-10-08,1.340
2020-10-09,1.270
2020-10-10,1.256
2020-10-11,1.237
2020-10-12,1.291
2020-10-13,1.266
2020-10-14,1.305
2020-10-15,1.375
2020-10-16,1.382
2020-10-17,1.374
2020-10-18,1.372
2020-10-19,1.360
2020-10-20,1.361
2020-10-21,1.386
2020-10-22,1.398
2020-10-23,1.410
2020-10-24,1.411
2020-10-25,1.439
2020-10-26,1.333
2020-10-27,1.416
2020-10-28,1.339
2020-10-29,1.303
2020-10-30,1.166
2020-10-31,1.161
2020-11-01,1.134
2020-11-02,1.049
2020-11-03,1.312
2020-11-04,1.284
2020-11-05,1.297
2020-11-06,1.249
2020-11-07,1.306
2020-11-08,1.263
2020-11-09,1.292
2020-11-10,1.247
2020-11-11,1.270
2020-11-12,1.274
2020-11-13,1.317
2020-11-14,1.265
2020-11-15,1.260
2020-11-16,1.340
2020-11-17,1.202
2020-11-18,1.245
2020-11-19,1.253
2020-11-20,1.146
2020-11-21,1.190
2020-11-22,1.213
2020-11-23,1.306
2020-11-24,1.293
2020-11-25,1.348
2020-11-26,1.394
2020-11-27,1.463
2020-11-28,1.402
2020-11-29,1.351
2020-11-30,1.441
2020-12-01,1.476
2020-12-02,1.454
2020-12-03,1.401
2020-12-04,1.452
2020-12-05,1.412
2020-12-06,1.446
2020-12-07,1.415
2020-12-08,1.391
2020-12-09,1.391
2020-12-10,1.436
2020-12-11,1.484
2020-12-12,1.492
2020-12-13,1.503
2020-12-14,1.559
2020-12-15,1.564
2020-12-16,1.551
2020-12-17,1.510
2020-12-18,1.401
2020-12-19,1.421
2020-12-20,1.511
2020-12-21,1.601
2020-12-22,1.630
2020-12-23,1.474
2020-12-24,1.693
2020-12-25,1.732
2020-12-26,1.671
2020-12-27,1.735
2020-12-28,1.933
2020-12-29,1.956
2020-12-30,1.940
2020-12-31,1.963
2021-01-01,1.950
2021-01-02,1.958
2021-01-03,1.944
2021-01-04,2.039
2021-01-05,1.870
2021-01-06,1.853
2021-01-07,2.006
2021-01-08,2.142
2021-01-09,2.139
2021-01-10,2.088
2021-01-11,2.220
2021-01-12,2.643
2021-01-13,2.336
2021-01-14,2.112
2021-01-15,2.009
2021-01-16,1.914
2021-01-17,1.834
2021-01-18,1.835
2021-01-19,1.828
2021-01-20,1.955
2021-01-21,1.959
2021-01-22,2.052
2021-01-23,1.988
2021-01-24,2.103
2021-01-25,1.973
2021-01-26,1.907
2021-01-27,1.800
2021-01-28,1.907
2021-01-29,1.816
2021-01-30,1.782
2021-01-31,1.822
2021-02-01,1.712
2021-02-02,1.732
2021-02-03,1.587
2021-02-04,1.736
2021-02-05,1.737
2021-02-06,1.611
2021-02-07,1.748
2021-02-08,1.996
2021-02-09,1.903
2021-02-10,1.792
2021-02-11,1.605
2021-02-12,1.584
2021-02-13,1.655
2021-02-14,1.632
2021-02-15,1.435
2021-02-16,1.431
2021-02-17,1.443
2021-02-18,1.515
2021-02-19,1.491
2021-02-20,1.409
2021-02-21,1.429
2021-02-22,1.384
2021-02-23,1.407
2021-02-24,1.366
2021-02-25,1.382
2021-02-26,1.396
2021-02-27,1.410
2021-02-28,1.439
2021-03-01,1.512
2021-03-02,1.514
2021-03-03,1.550
2021-03-04,1.532
2021-03-05,1.538
2021-03-06,1.540
2021-03-07,1.566
2021-03-08,1.543
2021-03-09,1.488
2021-03-10,1.584
2021-03-11,1.592
2021-03-12,1.624
2021-03-13,1.625
2021-03-14,1.610
2021-03-15,1.512
2021-03-16,1.455
2021-03-17,1.575
2021-03-18,1.485
2021-03-19,1.468
2021-03-20,1.423
2021-03-21,1.498
2021-03-22,1.531
2021-03-23,1.514
2021-03-24,1.570
2021-03-25,1.545
2021-03-26,1.602
2021-03-27,1.642
2021-03-28,1.645
2021-03-29,1.536
2021-03-30,1.567
2021-03-31,1.589
2021-04-01,1.745
2021-04-02,1.693
2021-04-03,1.721
2021-04-04,1.603
2021-04-05,1.659
2021-04-06,1.834
2021-04-07,1.988
2021-04-08,1.758
2021-04-09,1.739
2021-04-10,1.789
2021-04-11,1.806
2021-04-12,1.949
2021-04-13,1.910
2021-04-14,1.883
2021-04-15,1.948
2021-04-16,1.902
2021-04-17,1.853
2021-04-18,1.884
2021-04-19,1.873
2021-04-20,1.915
2021-04-21,1.874
2021-04-22,1.889
2021-04-23,1.808
2021-04-24,1.761
2021-04-25,1.820
2021-04-26,1.831
2021-04-27,2.008
2021-04-28,2.026
2021-04-29,2.086
2021-04-30,2.201
2021-05-01,2.213
2021-05-02,2.177
2021-05-03,2.189
2021-05-04,2.223
2021-05-05,2.229
2021-05-06,2.374
2021-05-07,2.188
2021-05-08,2.303
2021-05-09,2.221
2021-05-10,2.196
2021-05-11,2.242
2021-05-12,2.277
2021-05-13,2.360
2021-05-14,2.426
2021-05-15,2.353
2021-05-16,2.317
2021-05-17,2.325
2021-05-18,2.177
2021-05-19,2.034
2021-05-20,2.188
2021-05-21,2.304
2021-05-22,2.271
2021-05-23,2.245
2021-05-24,2.217
2021-05-25,2.428
2021-05-26,2.426
2021-05-27,2.232
2021-05-28,2.165
2021-05-29,2.244
2021-05-30,2.220
2021-05-31,2.159
2021-06-01,2.187
2021-06-02,2.176
2021-06-03,2.246
2021-06-04,2.181
2021-06-05,2.130
2021-06-06,2.156
2021-06-07,2.182
2021-06-08,2.282
2021-06-09,2.315
2021-06-10,2.357
2021-06-11,2.335
2021-06-12,2.379
2021-06-13,2.359
2021-06-14,2.423
2021-06-15,2.350
2021-06-16,2.402
2021-06-17,2.406
2021-06-18,2.533
2021-06-19,2.566
2021-06-20,2.579
2021-06-21,2.575
2021-06-22,2.656
2021-06-23,2.764
2021-06-24,2.742
