Ref ID,Development Status (short),Installed Capacity (MWelec),Operational,lon,lat,area (sqm)
14100,Application Submitted,350.0,,-0.648,53.152,10710000
14103,Awaiting Construction,,,-2.109,52.601,
14105,Awaiting Construction,,,-0.145,52.513,
14106,Awaiting Construction,0.25,,-4.669,55.605,4402
14107,Awaiting Construction,0.46,,-1.041,53.952,8337
14118,Application Submitted,,,-1.86,52.226,
14119,Awaiting Construction,1.75,,-2.658,53.416,32510
14120,Awaiting Construction,0.25,,-2.952,53.264,4402
14123,Application Submitted,1.0,,-6.867,54.649,18456
14126,Awaiting Construction,,,-6.592,54.824,17700
14133,Awaiting Construction,0.24,,-1.407,53.047,4215
14134,Awaiting Construction,0.39,,-1.393,53.097,7026
14135,Awaiting Construction,4.3,,-1.714,55.152,57000
14141,Revised,,,-0.459,51.744,
14142,Awaiting Construction,0.18,,0.199,51.896,3091
14146,Awaiting Construction,0.25,,-1.42,53.263,4402
14147,Awaiting Construction,,,-1.638,53.68,
14148,Awaiting Construction,2.0,,-0.735,50.791,37195
14150,Awaiting Construction,0.41,,0.042,52.738,7401
14152,Revised,0.25,,-0.248,51.629,4402
14153,Awaiting Construction,0.31,,-1.879,52.508,5527
14155,Awaiting Construction,0.3,,-4.159,55.824,5339
14159,Awaiting Construction,0.42,,-2.126,53.546,7588
14160,Awaiting Construction,,,-2.12,52.592,10064
14162,Awaiting Construction,0.27,,0.713,52.036,4777
14163,Awaiting Construction,,,-0.208,51.9,
14164,Awaiting Construction,0.69,,0.044,52.736,12647
14167,Application Submitted,49.0,,-1.961,52.842,859600
14171,Awaiting Construction,23.0,,-2.021,51.521,464000
14175,Revised,,,-0.395,51.468,
14176,Awaiting Construction,0.91,,-0.815,53.169,16770
14177,Application Submitted,0.84,,-1.337,53.445,15458
14178,Awaiting Construction,,,-0.684,51.596,
14179,Awaiting Construction,,,-0.299,52.569,
14180,Awaiting Construction,0.93,,-1.774,53.649,17145
14182,Awaiting Construction,0.73,,-3.232,54.152,13397
14183,Awaiting Construction,0.23,,-0.814,54.128,5000
14185,Awaiting Construction,2.02,,-1.714,53.765,37570
14186,Revised,5.0,,-0.83,52.14,67400
14189,Awaiting Construction,0.3,,-0.05,51.62,5339
14190,Awaiting Construction,0.16,,0.637,51.792,2716
14192,Awaiting Construction,0.28,,-1.503,53.783,4965
14193,Application Submitted,100.0,,-3.91,55.664,2070000
14195,Awaiting Construction,0.37,,-0.408,53.784,6651
14199,Awaiting Construction,0.25,,-1.453,54.67,4402
14201,Awaiting Construction,0.38,,0.218,51.583,6838
14202,Operational,0.16,2023-05-01,-3.844,56.768,2716
14203,Awaiting Construction,0.35,,1.415,51.343,5519
14206,Awaiting Construction,0.2,,-1.008,52.738,3465
14207,Revised,0.3,,-2.194,53.369,5339
14210,Application Submitted,0.2,,-0.013,51.142,3465
14212,Awaiting Construction,,,-0.223,54.073,
14214,Revised,,,-1.728,52.465,21506
14215,Application Submitted,0.23,,-1.35,53.012,4028
14216,Awaiting Construction,0.27,,-0.023,51.655,4777
14217,Under Construction,0.86,,-4.13,55.894,15833
14222,Awaiting Construction,0.33,,0.121,52.205,5901
14223,Awaiting Construction,0.18,,0.89,51.127,3091
14226,Awaiting Construction,0.15,,-1.106,51.276,2528
14228,Awaiting Construction,0.16,,-4.162,55.755,2716
14237,Under Construction,0.7,,-2.942,53.822,12835
14240,Awaiting Construction,,,-1.797,51.13,
14241,Awaiting Construction,3.0,,-1.358,51.371,55934
14242,Awaiting Construction,0.2,,-2.758,50.714,3465
14246,Awaiting Construction,0.3,,-4.083,50.395,5339
14249,Awaiting Construction,1.08,,-1.626,54.932,19955
14250,Awaiting Construction,,,-2.866,53.482,
14251,Awaiting Construction,0.96,,-1.731,52.451,17707
14252,Awaiting Construction,0.27,,-0.406,51.463,4777
14253,Awaiting Construction,0.7,,0.042,51.493,12835
14254,Awaiting Construction,0.7,,0.042,51.493,12835
14256,Awaiting Construction,0.75,,-4.083,50.395,13772
14257,Application Submitted,10.0,,-0.934,51.853,187104
14260,Awaiting Construction,0.22,,-4.094,55.779,3840
14261,Application Submitted,1.0,,-2.895,53.464,18456
14262,Awaiting Construction,0.2,,-1.906,52.115,3465
14263,Awaiting Construction,0.25,,-3.529,55.867,4402
14264,Awaiting Construction,0.29,,-0.9,53.7,5152
14265,Awaiting Construction,0.55,,-4.081,50.391,10024
14266,Awaiting Construction,0.7,,-4.081,50.391,12835
14267,Under Construction,0.18,,-4.575,56.004,3091
14268,Awaiting Construction,,,-0.763,52.777,
14269,Application Submitted,49.99,,-0.483,52.387,660000
14270,Application Submitted,35.0,,-0.713,53.32,709600
14271,Application Submitted,10.0,,-3.217,54.171,193200
14274,Awaiting Construction,0.33,,-0.338,51.751,5901
14275,Operational,0.29,2024-08-09,-0.725,51.529,5152
14278,Awaiting Construction,0.2,,-1.875,52.489,3465
14279,Application Submitted,49.9,,-0.887,51.912,641000
14286,Awaiting Construction,0.2,,-3.168,51.463,5236
14287,Awaiting Construction,30.0,,-1.935,50.874,609100
14292,Awaiting Construction,0.49,,-3.278,54.975,8900
14293,Application Submitted,75.0,,-4.55,55.868,1290000
14297,Awaiting Construction,0.2,,-1.878,52.534,3465
14301,Awaiting Construction,72.0,,-2.157,57.206,936000
14304,Awaiting Construction,25.0,,-2.161,52.058,666600
14306,Awaiting Construction,0.65,,-2.145,53.632,11898
14307,Application Submitted,24.0,,1.221,52.544,449445
14309,Awaiting Construction,0.71,,-4.685,55.43,13022
14322,Awaiting Construction,0.33,,-1.6,55.002,5901
14323,Awaiting Construction,1.3,,-0.941,51.457,23878
14324,Awaiting Construction,0.42,,-1.047,51.406,7588
14327,Awaiting Construction,49.9,,-1.552,54.712,1136000
14329,Awaiting Construction,30.0,,-2.796,51.353,674000
14331,Application Submitted,49.9,,-2.879,51.372,792000
14333,Awaiting Construction,0.15,,-2.668,50.774,2528
14334,Awaiting Construction,0.21,,-1.974,52.064,3653
14335,Awaiting Construction,0.42,,-2.181,53.504,7588
14337,Awaiting Construction,0.2,,-2.249,53.466,3465
14338,Application Submitted,,,-0.088,51.468,
14339,Awaiting Construction,1.04,,-2.22,53.801,18000
14340,Awaiting Construction,0.26,,-2.482,51.495,4590
14343,Application Submitted,1.0,,-0.221,51.508,18456
14344,Awaiting Construction,0.2,,-0.744,52.078,5900
14345,Awaiting Construction,0.99,,-1.286,50.887,18269
14346,Application Submitted,0.19,,-1.48,50.941,3278
14347,Awaiting Construction,2.3,,-0.044,52.093,44000
14348,Awaiting Construction,0.33,,-0.008,51.543,5901
14349,Awaiting Construction,,,-1.36,53.792,
14350,Awaiting Construction,0.63,,-1.616,54.979,11523
14351,Awaiting Construction,0.21,,-3.848,56.026,3653
14352,Awaiting Construction,0.2,,-4.427,55.852,3465
14356,Under Construction,1.3,,-3.437,51.525,26600
14358,Application Submitted,30.0,,-2.066,52.951,692100
14360,Awaiting Construction,0.98,,-1.452,51.215,18082
14361,Awaiting Construction,0.49,,-0.429,50.826,8900
14364,Application Submitted,0.38,,0.276,50.792,6838
14365,Awaiting Construction,0.31,,-1.783,50.837,5527
14366,Application Submitted,0.18,,-0.697,52.162,3091
14367,Awaiting Construction,0.21,,-2.049,52.339,3653
14368,Application Submitted,0.35,,0.495,51.27,6276
14369,Awaiting Construction,0.31,,-0.604,53.254,5527
14370,Awaiting Construction,0.27,,0.901,51.922,4777
14371,Awaiting Construction,0.16,,-0.16,53.395,2716
14372,Awaiting Construction,0.2,,1.059,51.362,3465
14377,Awaiting Construction,0.43,,-5.283,50.233,7775
14385,Awaiting Construction,0.23,,-1.683,53.857,4028
14387,Application Submitted,,,-1.361,53.512,
14388,Awaiting Construction,0.75,,-1.073,52.959,13772
14391,Awaiting Construction,0.26,,-3.15,56.117,4300
14392,Awaiting Construction,,,-0.95,53.664,1500
14397,Awaiting Construction,23.0,,-2.744,53.898,414900
14402,Awaiting Construction,20.0,,0.287,50.789,319100
14404,Revised,1.68,,-1.602,53.674,31199
14407,Application Submitted,0.27,,-1.542,54.305,4777
14409,Awaiting Construction,0.32,,-0.271,51.533,5714
14410,Awaiting Construction,0.23,,-1.667,54.976,4028
14411,Awaiting Construction,0.77,,-4.069,51.072,14146
14412,Awaiting Construction,0.61,,-1.713,52.516,11148
14413,Awaiting Construction,0.45,,-2.221,53.844,8150
14415,Under Construction,2.93,,-2.839,51.392,54622
14416,Application Submitted,0.26,,-2.263,51.858,4590
14417,Application Submitted,0.47,,0.67,51.566,8525
14419,Awaiting Construction,0.49,,-0.035,51.396,8900
14420,Awaiting Construction,0.16,,-1.577,54.991,2716
14421,Awaiting Construction,0.41,,-1.559,54.99,7401
14422,Awaiting Construction,0.16,,-1.542,54.974,2716
14423,Awaiting Construction,0.15,,-1.628,55.014,2528
14424,Awaiting Construction,,,-3.638,55.915,
14425,Application Submitted,1.11,,-3.054,52.809,18200
14427,Awaiting Construction,0.19,,-1.478,52.895,3278
14428,Awaiting Construction,0.63,,-0.754,51.629,11523
14429,Revised,0.64,,-1.213,54.682,11710
14430,Awaiting Construction,0.18,,-1.977,52.429,3091
14431,Awaiting Construction,1.01,,-2.11,52.482,18644
14432,Awaiting Construction,0.52,,-1.882,52.494,9462
14433,Awaiting Construction,0.58,,0.497,51.213,14592
14434,Awaiting Construction,0.17,,-1.633,55.009,2903
14435,Awaiting Construction,0.52,,-1.624,55.013,9462
14436,Awaiting Construction,0.23,,-1.559,54.99,4028
14438,Under Construction,0.53,,-1.691,54.975,9649
14439,Awaiting Construction,0.21,,0.026,51.459,3653
14444,Awaiting Construction,,,0.552,51.219,4047
14448,Revised,0.4,,0.542,51.394,7213
14449,Revised,0.37,,-1.328,53.733,6651
14451,Awaiting Construction,0.21,,-1.642,55.03,3653
14452,Awaiting Construction,1.0,,-2.651,53.412,18456
14453,Awaiting Construction,0.18,,-1.148,52.257,3091
14454,Awaiting Construction,0.31,,0.861,51.158,5527
14455,Awaiting Construction,0.18,,0.702,52.276,3091
14456,Awaiting Construction,0.7,,-2.631,51.438,12835
14457,Awaiting Construction,0.2,,-1.431,52.433,3465
14462,Awaiting Construction,0.77,,0.229,51.46,14146
14463,Awaiting Construction,0.46,,-4.167,55.834,8337
14464,Awaiting Construction,0.23,,-1.339,53.247,4028
14465,Awaiting Construction,,,-1.507,53.78,
14466,Awaiting Construction,0.21,,-1.303,51.672,4064
14467,Revised,,,-1.228,53.377,
14468,Awaiting Construction,0.7,,-2.124,52.604,12835
14470,Awaiting Construction,,,-0.265,51.33,
14471,Awaiting Construction,49.9,,-0.357,53.829,934776
14472,Awaiting Construction,0.37,,-1.438,53.968,6651
14473,Application Submitted,,,-1.545,55.133,
14475,Awaiting Construction,0.27,,0.354,51.189,4777
14476,Awaiting Construction,0.21,,-1.165,52.264,3653
14477,Awaiting Construction,0.61,,-2.185,53.476,11148
14478,Awaiting Construction,0.45,,-2.98,53.423,8150
14480,Awaiting Construction,0.3,,-4.315,55.857,5127
14481,Awaiting Construction,0.25,,-0.47,52.091,4402
14483,Awaiting Construction,0.39,,-0.456,51.455,7026
14494,Awaiting Construction,0.33,,-4.663,55.588,4110
14503,Application Submitted,,,-2.041,52.676,
14504,Awaiting Construction,0.88,,0.826,52.82,16208
14507,Awaiting Construction,9.0,,-1.259,52.862,168366
14508,Application Submitted,30.0,,-2.405,50.872,773200
14509,Operational,,2023-07-28,-0.689,52.041,
14512,Application Submitted,0.18,,-0.23,52.915,3091
14517,Awaiting Construction,0.4,,-0.256,54.061,7213
14519,Awaiting Construction,0.17,,-1.327,53.604,2903
14520,Awaiting Construction,1.31,,-0.272,51.537,24265
14521,Awaiting Construction,0.25,,-0.407,51.461,4402
14522,Awaiting Construction,0.52,,-0.824,51.82,9462
14524,Awaiting Construction,12.5,,-2.461,53.023,233951
14540,Awaiting Construction,75.0,,-3.881,55.812,1160000
14543,Awaiting Construction,110.0,,-2.931,56.53,2060969
14550,Application Submitted,150.0,,-3.478,54.596,2765000
14552,Awaiting Construction,0.7,,1.519,52.356,12835
14553,Awaiting Construction,0.62,,-1.821,53.694,11336
14554,Awaiting Construction,0.94,,-2.652,53.722,17332
14555,Awaiting Construction,0.16,,-2.027,52.598,2716
14556,Awaiting Construction,0.39,,-3.469,50.71,7026
14557,Awaiting Construction,0.33,,-0.776,51.226,5901
14558,Awaiting Construction,0.31,,-1.166,51.887,5527
14559,Revised,0.79,,0.261,52.105,14521
14560,Awaiting Construction,,,-1.559,54.767,
14562,Awaiting Construction,1.07,,-0.187,53.628,19768
14563,Awaiting Construction,1.37,,-0.187,53.628,25390
14564,Awaiting Construction,0.2,,-1.035,53.542,3465
14565,Awaiting Construction,0.42,,-2.162,52.216,7588
14566,Awaiting Construction,0.17,,-3.066,53.406,2903
14567,Awaiting Construction,0.74,,-1.669,54.958,13584
14568,Awaiting Construction,0.46,,-1.292,54.566,8337
14570,Awaiting Construction,2.1,,-4.54,50.807,40000
14573,Awaiting Construction,1.8,,-3.051,52.802,29000
14574,Awaiting Construction,48.0,,-2.14,52.649,899173
14575,Revised,0.16,,-0.4,51.494,2716
14576,Revised,0.39,,-0.185,51.469,7026
14577,Awaiting Construction,0.2,,-0.384,51.216,3465
14580,Awaiting Construction,,,-2.235,53.458,480
14581,Awaiting Construction,0.34,,-1.837,54.97,6089
14582,Awaiting Construction,0.69,,-1.476,51.763,12647
14583,Awaiting Construction,0.55,,-0.327,53.744,10024
14584,Awaiting Construction,27.0,,-1.305,50.963,377400
14589,Awaiting Construction,1.5,,-1.624,52.598,33955
14590,Awaiting Construction,0.4,,0.003,52.817,12000
14591,Awaiting Construction,,,-2.206,51.842,
14592,Awaiting Construction,0.63,,-3.396,55.937,11523
14593,Operational,,2023-08-10,-0.31,51.73,
14596,Awaiting Construction,1.26,,-2.827,53.352,23328
14599,Awaiting Construction,0.41,,0.217,51.439,13842
14601,Awaiting Construction,0.29,,-1.449,52.531,5390
14602,Revised,0.21,,-0.626,51.443,3653
14603,Awaiting Construction,0.5,,-1.805,52.517,9087
14604,Awaiting Construction,,,-2.025,55.777,
14605,Awaiting Construction,1.87,,-3.165,52.591,34759
14610,Awaiting Construction,0.46,,0.758,51.352,8337
14611,Awaiting Construction,0.4,,-2.927,53.196,7213
14612,Awaiting Construction,0.27,,-1.085,50.816,4777
14613,Application Submitted,0.16,,-0.138,51.155,1925
14614,Awaiting Construction,0.57,,-0.806,51.216,10399
14616,Awaiting Construction,0.2,,1.111,52.082,3465
14617,Awaiting Construction,0.15,,0.537,51.882,2528
14618,Awaiting Construction,0.22,,-3.189,55.943,3840
14619,Awaiting Construction,0.48,,-4.348,55.856,8712
14622,Awaiting Construction,0.15,,0.062,51.508,2528
14623,Awaiting Construction,0.4,,-2.23,53.278,7213
14624,Awaiting Construction,0.18,,-0.048,51.397,3091
14626,Awaiting Construction,1.3,,-1.407,52.543,24078
14627,Awaiting Construction,0.18,,-0.105,51.427,3091
14628,Awaiting Construction,1.0,,-0.624,51.168,27250
14629,Awaiting Construction,0.16,,0.217,51.439,2716
14633,Awaiting Construction,0.2,,-2.182,53.393,3465
14634,Awaiting Construction,0.24,,-1.896,52.517,4215
14641,Awaiting Construction,0.24,,-1.14,52.039,4215
14642,Awaiting Construction,0.55,,-2.233,53.555,10024
14643,Awaiting Construction,19.0,,-2.555,53.175,250000
14644,Awaiting Construction,,,-0.233,51.524,
14645,Awaiting Construction,0.37,,-1.457,53.566,5030
14647,Awaiting Construction,29.7,,-1.537,53.615,553000
14649,Awaiting Construction,0.4,,0.541,51.394,7213
14651,Awaiting Construction,0.19,,-1.576,54.765,3278
14652,Awaiting Construction,49.9,,0.089,52.852,1140000
14654,Application Submitted,0.6,,-1.504,53.418,10961
14655,Revised,1.0,,-1.282,53.282,18456
14656,Awaiting Construction,0.48,,-0.456,51.454,8712
14657,Awaiting Construction,1.13,,-2.061,57.132,20892
14658,Awaiting Construction,1.0,,1.347,51.309,18456
14659,Application Submitted,0.33,,-0.443,51.612,5901
14660,Application Submitted,0.55,,-3.163,55.885,10024
14663,Awaiting Construction,,,-3.51,56.413,3597
14667,Awaiting Construction,1.2,,-0.665,53.152,22204
14668,Awaiting Construction,0.25,,-1.581,53.816,4402
14669,Awaiting Construction,0.79,,-0.341,51.742,14521
14678,Awaiting Construction,0.18,,-0.74,52.301,3091
14686,Awaiting Construction,0.39,,-1.548,52.232,7026
14689,Awaiting Construction,0.5,,1.272,52.671,9087
14690,Awaiting Construction,0.6,,-3.151,51.479,10961
14692,Awaiting Construction,39.99,,-2.771,51.351,884000
14694,Awaiting Construction,0.85,,-4.811,50.428,23600
14696,Awaiting Construction,0.32,,-1.261,52.213,4500
14697,Awaiting Construction,0.15,,-0.313,51.083,2528
14699,Awaiting Construction,0.22,,-3.413,51.942,7600
14702,Awaiting Construction,0.44,,-0.325,51.486,7505
14707,Operational,0.3,2023-08-24,-1.526,53.783,5339
14716,Awaiting Construction,0.16,,-0.27,51.532,2716
14717,Revised,0.48,,-0.308,51.771,8712
14718,Application Submitted,0.18,,-0.206,51.377,3091
14719,Awaiting Construction,,,-2.494,52.122,4700
14721,Awaiting Construction,1.0,,-2.143,53.922,18456
14723,Awaiting Construction,1.6,,-1.823,52.509,29700
14725,Under Construction,,,-1.752,53.788,
14731,Awaiting Construction,0.63,,-1.991,50.744,11523
14732,Revised,0.16,,-0.316,51.755,2716
14733,Awaiting Construction,0.42,,-4.668,55.605,7588
14734,Revised,0.17,,0.403,50.906,2903
14735,Awaiting Construction,6.0,,-3.434,51.411,112150
14737,Awaiting Construction,0.26,,-2.214,53.502,4590
14738,Revised,0.65,,-3.241,55.957,11898
14748,Under Construction,0.17,,-3.238,50.981,2653
14749,Awaiting Construction,0.3,,-2.194,53.369,5339
14750,Awaiting Construction,0.4,,-1.166,52.666,7213
14751,Awaiting Construction,0.19,,-0.177,51.801,3278
14752,Awaiting Construction,0.16,,-1.546,54.788,2716
14753,Awaiting Construction,0.18,,-0.291,51.372,3091
14754,Operational,1.7,2024-11-12,-0.777,51.283,31573
14756,Awaiting Construction,0.43,,-0.179,53.618,7775
14757,Application Submitted,,,-4.167,55.783,5911
14758,Awaiting Construction,0.72,,0.212,51.123,13210
14765,Application Submitted,20.0,,-4.095,54.933,374491
14773,Application Submitted,35.0,,inf,inf,655571
14774,Operational,3.0,2023-09-05,-0.27,51.658,59000
14775,Awaiting Construction,0.7,,-2.447,52.677,12835
14777,Awaiting Construction,0.6,,-1.55,53.844,10961
14780,Awaiting Construction,0.23,,0.687,51.909,4028
14781,Awaiting Construction,0.22,,-2.319,53.47,3840
14782,Awaiting Construction,1.47,,-3.185,56.176,27264
14783,Awaiting Construction,0.18,,0.155,51.22,3091
14789,Awaiting Construction,0.19,,0.146,51.455,3278
14793,Application Submitted,30.81,,-1.493,54.434,398600
14795,Application Submitted,30.0,,-1.111,52.051,409900
14798,Under Construction,1.78,,-2.477,51.216,33072
14799,Awaiting Construction,0.17,,0.024,51.598,2903
14801,Awaiting Construction,0.34,,-1.544,53.766,6089
14802,Awaiting Construction,0.7,,-0.26,51.554,14200
14806,Application Submitted,740.0,,-0.794,53.223,14090000
14809,Awaiting Construction,0.26,,-0.833,52.245,4590
14810,Operational,0.41,2023-08-01,-2.935,53.033,7401
14819,Awaiting Construction,0.44,,-3.492,50.913,7963
14820,Awaiting Construction,0.2,,-2.072,52.516,3465
14821,Awaiting Construction,,,-0.533,51.498,43200
14825,No Application Required,,,-2.992,51.585,
14826,Awaiting Construction,0.67,,-1.625,52.596,12273
14827,Application Submitted,0.18,,-0.374,51.466,3091
14828,Awaiting Construction,0.15,,-2.09,51.901,2528
14831,Awaiting Construction,0.18,,-2.703,52.378,3091
14832,Awaiting Construction,49.9,,-0.29,50.995,733000
14838,Awaiting Construction,0.22,,-2.197,51.867,3840
14839,Awaiting Construction,16.0,,-1.906,54.551,272100
14841,Awaiting Construction,0.88,,-1.222,52.783,16208
14842,Awaiting Construction,0.75,,-1.386,52.529,19878
14843,Awaiting Construction,0.18,,0.896,51.902,3091
14844,Awaiting Construction,0.16,,-1.756,51.568,2716
14845,Awaiting Construction,0.42,,-0.803,51.82,7588
14846,Awaiting Construction,0.15,,-1.49,51.787,2528
14853,Awaiting Construction,0.27,,-1.359,53.09,4777
14854,Awaiting Construction,2.5,,0.377,51.142,46564
14855,Awaiting Construction,0.16,,-4.501,55.481,2000
14861,Revised,10.0,,0.535,51.07,168700
14863,Revised,6.0,,0.523,51.056,148500
14865,Awaiting Construction,0.44,,0.34,51.445,7963
14866,Awaiting Construction,0.33,,-0.225,51.355,5901
14867,Application Submitted,,,-1.492,52.372,70400
14870,Awaiting Construction,,,-1.587,51.767,9456
14872,Awaiting Construction,,,-1.2,53.041,
14873,Awaiting Construction,49.9,,-0.199,52.224,784500
14878,Awaiting Construction,10.0,,-0.22,51.781,187104
14879,Awaiting Construction,0.2,,-2.734,52.742,3465
14881,Application Submitted,30.0,,-2.879,54.747,484000
14883,Awaiting Construction,0.9,,-2.858,53.478,16582
14884,Awaiting Construction,1.09,,-1.725,51.588,20143
14885,Awaiting Construction,0.24,,-2.157,53.531,4215
14886,Awaiting Construction,0.37,,-1.335,52.053,6651
14887,Awaiting Construction,22.0,,-2.54,53.258,559800
14889,Awaiting Construction,0.68,,-4.044,55.786,12460
14893,Awaiting Construction,0.89,,-1.75,54.873,16395
14894,Awaiting Construction,3.0,,-1.628,52.593,55934
14896,Awaiting Construction,0.2,,-0.203,51.95,3465
14898,Awaiting Construction,,,-1.58,54.76,9235
14900,Awaiting Construction,0.56,,-0.732,52.053,10211
14905,Awaiting Construction,0.24,,0.193,51.048,4215
14909,Awaiting Construction,0.23,,-2.446,52.674,4028
14910,Awaiting Construction,0.43,,-0.117,51.55,7775
14911,Awaiting Construction,0.53,,-1.243,52.457,9649
14914,Awaiting Construction,49.9,,-2.097,52.322,934776
14915,Awaiting Construction,0.24,,-4.241,55.883,4215
14916,Awaiting Construction,0.77,,-0.734,52.423,14146
14917,Awaiting Construction,0.17,,-1.09,52.658,2903
14918,Awaiting Construction,0.29,,-2.118,53.263,5152
14920,Awaiting Construction,,,-2.179,53.468,
14923,Awaiting Construction,12.0,,-1.153,51.416,224582
14928,Awaiting Construction,0.24,,-0.493,51.66,4215
14930,Under Construction,9.89,,0.378,51.863,185043
14931,Awaiting Construction,0.26,,-2.138,52.635,4590
14933,Awaiting Construction,0.18,,-0.659,53.59,3091
14934,Awaiting Construction,0.32,,-2.56,51.506,5714
14936,Application Submitted,0.53,,-2.991,53.175,9649
14937,Application Submitted,0.15,,-3.175,55.98,2528
14941,Awaiting Construction,0.17,,-2.858,52.036,2903
14944,Revised,0.38,,-1.836,52.455,6838
14945,Revised,5.0,,-1.035,51.426,93411
14947,Awaiting Construction,,,-1.308,52.822,63600
14948,Awaiting Construction,0.24,,-0.063,51.494,4215
14959,Application Submitted,49.9,,-1.817,54.913,1104000
14964,Awaiting Construction,0.16,,-0.4,51.494,2716
14965,Awaiting Construction,0.2,,-1.985,52.582,3465
14966,Awaiting Construction,0.24,,-0.384,51.451,4215
14969,Awaiting Construction,0.33,,-1.136,51.901,5901
14970,Awaiting Construction,0.68,,-0.498,50.818,12460
14971,Awaiting Construction,0.55,,-1.139,51.235,10024
14974,Awaiting Construction,2.0,,-1.959,50.768,30000
14975,Awaiting Construction,0.2,,-1.583,53.681,3465
14976,Awaiting Construction,0.88,,-2.56,51.506,16208
14978,Awaiting Construction,,,-1.809,55.598,4800
14979,Awaiting Construction,0.62,,-1.273,52.352,11336
14980,Awaiting Construction,0.39,,-2.834,56.492,7026
14981,Awaiting Construction,0.34,,-0.73,52.421,6089
14982,Operational,0.36,2023-09-07,-1.205,52.891,6464
14983,Awaiting Construction,0.58,,0.069,51.761,10586
14994,Application Submitted,60.0,,-3.297,56.532,1046000
15000,Application Submitted,320.0,,-0.334,53.839,8910000
15002,Operational,0.21,2023-10-04,-5.082,50.046,3653
15003,Under Construction,4.5,,-1.075,50.839,84042
15007,Awaiting Construction,0.15,,-2.56,51.448,2528
15008,Revised,0.35,,-1.326,54.822,6276
15009,Awaiting Construction,0.42,,-0.692,51.582,7588
15010,Awaiting Construction,0.17,,-1.237,54.524,2903
15012,Awaiting Construction,0.21,,-2.01,52.582,3653
15013,Awaiting Construction,30.0,,1.36,51.363,415500
15014,Awaiting Construction,0.37,,-1.746,52.488,6651
15015,Awaiting Construction,0.19,,-3.996,55.014,2500
15016,Awaiting Construction,0.27,,-2.656,53.546,4777
15022,Awaiting Construction,1.96,,-1.809,51.557,36445
15026,Awaiting Construction,0.99,,-1.038,53.528,18269
15030,Awaiting Construction,0.8,,-0.218,51.408,14709
15031,Awaiting Construction,0.25,,-1.663,53.796,4402
15032,Awaiting Construction,3.27,,-1.284,50.885,82000
15033,Awaiting Construction,0.5,,-1.707,52.628,9087
15034,Revised,0.17,,-0.922,52.487,2903
15037,Awaiting Construction,,,-4.192,57.474,
15039,Awaiting Construction,0.24,,-4.717,51.669,4215
15048,Awaiting Construction,0.21,,-0.248,51.629,3653
15049,Under Construction,0.24,,0.039,51.511,4215
15055,Awaiting Construction,0.19,,-1.524,52.455,3278
15056,Awaiting Construction,0.3,,-1.762,51.889,5339
15057,Awaiting Construction,0.26,,-1.309,54.563,4100
15058,Awaiting Construction,0.39,,-2.031,53.07,7026
15060,Awaiting Construction,35.0,,-1.937,52.056,655571
15062,Awaiting Construction,0.18,,-4.493,55.609,3091
15065,Awaiting Construction,0.64,,-1.76,52.818,11710
15066,Awaiting Construction,0.2,,-3.952,50.387,3465
15067,Awaiting Construction,0.15,,-1.727,55.199,2528
15068,Awaiting Construction,0.23,,-2.206,52.213,4028
15069,Awaiting Construction,0.29,,-1.554,54.548,5152
15070,Awaiting Construction,0.16,,-0.305,50.957,2716
15071,Awaiting Construction,0.29,,-0.305,50.957,5152
15072,Awaiting Construction,49.99,,-0.375,52.323,942000
15076,Awaiting Construction,0.57,,0.145,51.529,10399
15077,Awaiting Construction,0.15,,-3.068,51.015,2528
15078,Awaiting Construction,0.21,,-1.608,52.264,3653
15083,Awaiting Construction,20.0,,-1.021,52.924,560000
15085,Awaiting Construction,41.0,,0.749,51.308,649000
15090,Awaiting Construction,0.26,,0.21,50.886,4590
15091,Operational,0.24,2024-06-07,-1.486,54.221,4215
15094,Awaiting Construction,0.47,,-1.793,52.405,8525
15095,Awaiting Construction,0.34,,0.122,51.42,6089
15096,Awaiting Construction,0.27,,-3.129,50.93,4777
15097,Awaiting Construction,0.68,,-1.497,55.025,12460
15098,Awaiting Construction,0.53,,-1.496,55.024,9649
15104,Awaiting Construction,0.64,,-1.213,54.681,11710
15105,Awaiting Construction,0.66,,-1.497,55.023,12085
15107,Awaiting Construction,0.49,,-4.31,53.253,8900
15108,Awaiting Construction,0.46,,-4.323,55.799,8337
15109,Awaiting Construction,0.24,,-2.861,53.46,4215
15110,Awaiting Construction,0.21,,-0.626,51.443,3653
15111,Awaiting Construction,0.75,,-0.309,53.24,13772
15113,Awaiting Construction,11.0,,-0.494,53.378,160000
15115,Awaiting Construction,0.89,,0.261,52.105,16395
15118,Awaiting Construction,0.16,,-2.445,53.419,2716
15121,Awaiting Construction,0.3,,-0.956,51.739,5339
15122,Awaiting Construction,0.51,,-1.516,54.91,9274
15123,Awaiting Construction,0.4,,-2.298,53.507,7213
15124,Awaiting Construction,0.32,,-2.032,50.718,5714
15132,Awaiting Construction,3.0,,-4.566,55.848,45200
15133,Awaiting Construction,0.62,,0.075,51.202,11336
15134,Awaiting Construction,,,0.065,51.507,
15135,Revised,0.45,,-0.022,51.677,8150
15136,Awaiting Construction,0.22,,-0.241,51.688,3840
15137,Awaiting Construction,0.7,,-2.479,53.104,12835
15138,Application Submitted,10.0,,-0.625,52.308,208800
15139,Awaiting Construction,,,-0.976,51.415,4863
