Ref ID,Development Status (short),Installed Capacity (MWelec),Operational,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),lon,lat
11875,Application Submitted,59.4,,6.6,9,200.0,-6.104,57.148
11879,Application Submitted,1.0,,1.0,1,99.5,-4.593,55.434
11917,Awaiting Construction,28.0,,,6,180.0,-3.946,55.498
11936,Application Submitted,79.2,,6.6,12,230.0,-5.28,58.17
11980,Awaiting Construction,4.0,,4.0,1,119.0,-3.547,55.834
11996,Revised,1.3,,0.66,2,64.2,-0.519,54.152
12023,Application Submitted,20.0,,5.0,4,145.0,-3.152,51.666
12025,Application Submitted,105.6,,6.6,16,200.0,-2.496,57.114
12027,Application Submitted,105.6,,6.6,16,200.0,-4.487,58.1
12041,Awaiting Construction,11.4,,3.8,3,149.9,-4.131,55.61
12079,Awaiting Construction,21.6,,3.6,6,149.0,-3.948,55.373
12105,Awaiting Construction,,,,8,200.0,-4.263,55.213
12163,Application Submitted,45.0,,4.5,10,149.9,-6.472,57.399
12186,Application Submitted,,,,1,,-2.981,53.388
12265,Awaiting Construction,1.5,,1.5,1,100.0,0.388,52.77
12275,Under Construction,36.0,,6.0,6,250.0,-4.181,55.588
12278,Application Submitted,198.0,,,30,220.0,-3.262,52.258
12283,Application Submitted,85.8,,6.6,13,200.0,-3.187,55.652
12284,Application Submitted,130.0,,7.2,18,230.0,-3.87,55.558
12289,Application Submitted,136.0,,8.0,17,200.0,-2.64,55.874
12290,Awaiting Construction,72.6,,6.6,11,200.0,-4.619,57.955
12422,Application Submitted,19.8,,6.6,3,180.0,-3.764,55.886
12426,Application Submitted,5.0,,1.0,5,81.0,-4.075,55.121
12504,Awaiting Construction,1.0,,1.0,1,88.0,-2.293,57.6
12505,Awaiting Construction,1.32,,0.66,2,45.0,-0.486,54.13
12506,Application Submitted,4.2,,4.2,1,149.9,-3.73,55.884
12655,Awaiting Construction,,,,,,-1.553,55.143
12766,Application Submitted,33.0,,6.6,5,230.0,-5.028,54.904
12824,Application Submitted,129.6,,7.2,18,200.0,-3.49,56.397
12846,Awaiting Construction,1.0,,1.0,1,89.9,-0.73,53.884
12855,Application Submitted,50.4,,7.2,7,200.0,-3.488,55.478
12960,Awaiting Construction,3.6,,,4,76.0,-2.256,57.333
13002,Application Submitted,104.0,,8.6,12,180.0,-4.184,56.437
13097,Awaiting Construction,,,,2,99.99,-3.852,55.6
13132,Awaiting Construction,15.0,,5.0,3,149.9,-3.774,55.9
13151,Awaiting Construction,0.25,,0.25,1,66.0,-5.132,54.889
13175,Application Submitted,96.0,,6.3,15,200.0,-4.085,55.276
13176,Application Submitted,108.0,,6.0,18,180.0,-3.057,55.778
13237,Application Submitted,96.0,,6.86,14,200.0,-4.263,55.213
13249,Application Submitted,10.35,,3.45,3,149.0,-3.885,55.352
13393,Application Submitted,49.6,,6.2,8,220.0,-4.158,55.47
13407,Awaiting Construction,0.5,,0.5,1,76.0,-2.87,59.253
13412,Awaiting Construction,0.5,,0.5,1,76.0,-3.232,59.134
13444,Awaiting Construction,1.0,,1.0,1,75.0,-3.534,54.677
13473,Awaiting Construction,1.3,,0.66,2,64.2,-0.519,54.152
13538,Application Submitted,125.4,,6.6,19,220.0,-2.729,55.795
13540,Application Submitted,,,,1,77.0,-2.552,57.413
13569,Application Submitted,191.4,,6.6,29,200.0,-5.606,55.424
13602,Application Submitted,0.66,,0.66,1,68.5,-2.621,56.801
13624,Application Submitted,84.0,,7.0,12,220.0,-3.51,55.19
13625,Application Submitted,65.0,,5.0,13,149.9,-3.787,56.15
13637,Application Submitted,4.2,,4.2,1,149.9,-0.187,53.628
13638,Application Submitted,266.0,,7.18,37,250.0,-3.826,55.533
13646,Awaiting Construction,,,,9,200.0,-4.11,55.142
13660,Revised,,,,1,86.0,-4.166,55.693
13665,Awaiting Construction,,,,1,40.0,-6.275,55.001
13667,Awaiting Construction,,,,1,41.5,-7.22,54.546
13668,Awaiting Construction,0.85,,0.85,1,50.0,-6.317,54.802
13669,Application Submitted,28.8,,4.8,6,150.0,-6.857,54.937
13764,Awaiting Construction,0.66,,0.66,1,63.2,-0.36,54.144
13771,Revised,3.6,,3.6,1,150.0,-2.851,51.572
13805,Application Submitted,85.8,,6.6,13,180.0,-5.284,56.262
13824,Application Submitted,,,,2,200.0,-3.83,55.858
13991,Application Submitted,0.23,,0.23,1,,-7.414,54.832
13994,Awaiting Construction,0.66,,0.66,1,,-7.601,54.714
13995,Awaiting Construction,0.25,,0.25,1,,-7.544,54.738
13996,Application Submitted,0.6,,0.6,1,62.0,-6.04,54.569
14032,Awaiting Construction,0.33,,0.33,1,67.0,-5.163,54.932
14110,Awaiting Construction,0.22,,0.22,1,69.5,-3.258,58.319
14112,Awaiting Construction,0.66,,0.66,1,63.5,-6.682,54.584
14113,Application Submitted,50.4,,4.2,12,180.0,-6.247,54.997
14114,Awaiting Construction,0.85,,0.85,1,86.0,-7.702,54.453
14115,Awaiting Construction,0.25,,0.25,1,67.0,-7.283,54.772
14127,Application Submitted,,,,1,94.5,-6.79,54.756
14128,Application Submitted,,,,1,94.5,-6.79,54.756
14129,Application Submitted,,,,1,94.5,-6.79,54.756
14130,Application Submitted,0.85,,0.85,1,76.0,-6.067,54.375
14132,Awaiting Construction,2.0,,2.0,1,107.0,-7.486,54.592
14154,Application Submitted,24.0,,6.0,4,180.0,-2.288,55.867
14255,Awaiting Construction,1.0,,1.0,1,135.0,-2.915,57.48
14258,Application Submitted,6.2,,6.2,1,180.0,-0.934,51.853
14288,Application Submitted,84.6,,7.2,9,200.0,-4.688,57.613
14295,Application Submitted,100.0,,6.25,16,200.0,-4.711,55.211
14299,Application Submitted,86.4,,7.2,12,200.0,-5.473,56.412
14399,Application Submitted,7.2,,3.6,2,149.9,-3.41,58.289
14535,Application Submitted,476.6,,7.2,67,250.0,-3.253,57.322
14546,Application Submitted,92.4,,6.6,14,200.0,inf,inf
14548,Application Submitted,45.0,,7.5,6,200.0,-5.355,56.415
14594,Application Submitted,3.5,,3.5,1,150.0,-2.854,51.558
14744,Awaiting Construction,0.5,,0.5,1,86.0,-4.162,55.687
14745,Application Submitted,4.6,,2.3,2,125.0,-0.54,53.721
14746,Awaiting Construction,2.3,,2.3,1,119.0,-0.54,53.717
14761,Application Submitted,86.0,,6.6,13,200.0,-4.579,55.027
14764,Application Submitted,60.0,,6.6,9,180.0,-4.095,54.933
14768,Application Submitted,55.8,,6.2,9,200.0,-3.885,57.345
14770,Application Submitted,145.0,,6.6,22,200.0,-4.485,55.014
14796,Awaiting Construction,59.4,,6.6,9,200.0,inf,inf
14830,Application Submitted,0.6,,0.6,1,62.0,-4.623,52.036
14871,Awaiting Construction,9.6,,4.8,2,150.0,-4.739,55.633
14890,Revised,1.7,,0.85,2,81.0,-2.543,57.143
14919,Application Submitted,0.23,,0.23,1,30.0,-4.568,51.928
14958,Awaiting Construction,15.0,,5.0,3,149.9,-4.368,55.742
14997,Application Submitted,59.4,,6.6,9,180.0,-5.619,55.648
14999,Awaiting Construction,126.0,,7.0,18,180.0,-1.09,60.704
15044,Application Submitted,19.2,,4.8,4,149.9,-5.028,54.904
15099,Awaiting Construction,49.9,,4.5,11,149.9,-3.222,58.568
15125,Awaiting Construction,9.0,,4.5,2,200.0,-3.828,55.85
15144,Operational,8.4,2023-10-01,4.2,2,149.38,-3.844,55.775
15147,Awaiting Construction,2.3,,2.3,1,104.0,-3.584,56.302
15152,Application Submitted,8.8,,,1,119.0,-7.07,54.932
15204,Application Submitted,0.45,,0.45,1,77.0,-2.49,57.525
15210,Awaiting Construction,,,,1,50.0,-0.14,52.51
15275,Under Construction,4.3,,4.3,1,135.0,-4.824,50.35
15281,Awaiting Construction,,,,1,,-6.066,54.936
15299,Awaiting Construction,48.0,,6.0,8,,-3.6,56.225
15302,Awaiting Construction,0.33,,0.33,1,53.5,-2.296,57.669
15331,Awaiting Construction,1.0,,1.0,1,90.0,-3.975,55.887
15346,Application Submitted,,,,1,54.5,-5.753,54.456
15355,Application Submitted,0.5,,0.5,1,,-6.403,54.268
15365,Application Submitted,0.23,,0.23,1,,-7.401,54.741
15378,Application Submitted,0.25,,0.25,1,77.0,-7.691,54.666
15384,Application Submitted,,,,25,220.0,-4.156,56.448
15385,Application Submitted,130.0,,6.2,23,200.0,inf,inf
15407,Application Submitted,22.5,,4.5,5,150.0,-4.974,50.494
15412,Awaiting Construction,25.56,,4.26,6,150.0,-4.729,55.749
15422,Application Submitted,136.8,,7.2,19,200.0,-4.915,57.101
15438,Application Submitted,0.6,,0.6,1,,-7.183,54.954
15440,Revised,0.3,,0.3,1,77.0,-2.28,56.915
15445,Application Submitted,31.5,,4.5,7,149.9,-1.781,54.752
15463,Awaiting Construction,1.5,,1.5,1,,-0.633,51.894
15497,Revised,0.3,,0.3,1,77.0,-2.747,57.505
15535,Application Submitted,59.4,,6.6,9,200.0,-4.656,58.01
15542,Application Submitted,66.0,,6.6,10,200.0,-5.446,55.991
15584,Application Submitted,1.0,,1.0,1,88.0,-4.836,55.263
15654,Awaiting Construction,0.33,,0.33,1,87.0,-0.523,53.763
15662,Application Submitted,3.0,,3.0,1,99.91,-2.074,57.364
15784,Awaiting Construction,58.5,,4.5,13,180.0,-5.081,56.282
15787,Application Submitted,49.6,,6.2,8,200.0,-4.856,57.125
15795,Application Submitted,98.0,,7.0,14,200.0,-4.858,55.735
15822,Awaiting Construction,5.0,,5.0,1,149.9,-1.158,60.177
15874,Under Construction,1.0,,1.0,1,76.0,-2.553,56.886
15899,Awaiting Construction,0.23,,0.23,1,49.5,-4.712,50.484
15963,Application Submitted,187.2,,7.2,26,200.0,-4.003,57.342
15975,Application Submitted,0.9,,0.9,1,67.0,-4.703,50.588
16002,Application Submitted,0.95,,0.95,1,0.77,-3.508,54.461
16007,Revised,4.2,,4.2,1,150.0,-2.258,57.363
16025,Application Submitted,165.0,,7.5,22,200.0,-3.804,55.555
16077,Application Submitted,50.4,,7.2,7,200.0,-4.936,55.979
16083,Awaiting Construction,7.05,,2.35,3,100.0,-1.896,57.587
16105,Awaiting Construction,0.5,,0.5,1,100.0,-0.051,52.437
16176,Application Submitted,133.0,,7.0,19,230.0,-4.229,57.484
16273,Awaiting Construction,3.9,,1.3,3,75.0,-2.596,57.246
16317,Application Submitted,40.8,,4.5,9,149.9,-6.443,57.443
16333,Awaiting Construction,,,,1,85.0,-6.338,54.178
16336,Application Submitted,,,,1,85.0,-7.321,54.998
16347,Application Submitted,36.0,,4.5,8,200.0,-4.327,57.904
16349,Application Submitted,,,,,,-6.049,54.621
16353,Application Submitted,,,,,,-7.413,54.594
16359,Application Submitted,,,,1,125.0,-0.097,53.579
16387,Application Submitted,1.0,,1.0,1,115.0,-4.493,50.64
16391,Awaiting Construction,4.2,,4.2,1,149.9,-0.187,53.628
16396,Application Submitted,100.8,,7.2,14,200.0,-4.003,57.343
16433,Awaiting Construction,0.85,,0.85,1,91.0,-2.654,57.152
16450,Application Submitted,,,,,,-7.722,54.324
16453,Application Submitted,0.25,,0.25,1,40.0,-7.463,54.826
16476,Application Submitted,0.25,,0.25,1,40.0,-7.53,54.649
16547,Application Submitted,,,,,,-7.423,54.733
16567,Application Submitted,,,,3,180.0,-3.419,55.469
16568,Application Submitted,0.25,,0.25,1,50.0,-7.391,54.838
16578,Application Submitted,0.25,,,,,-7.463,54.826
16624,Application Submitted,1.0,,1.0,1,100.0,-0.725,52.445
16629,Awaiting Construction,,,,1,50.0,-6.247,54.997
16646,Application Submitted,8.8,,,1,66.0,-5.785,54.494
16651,Awaiting Construction,0.22,,0.22,1,48.0,-0.168,52.081
16660,Awaiting Construction,1.0,,1.0,1,76.5,-3.344,56.547
16663,Application Submitted,,,,2,149.9,-0.258,53.738
16692,Application Submitted,30.0,,2.5,12,200.0,-4.593,54.946
16693,Awaiting Construction,,,,1,28.5,-2.617,55.962
16709,Application Submitted,53.8,,6.7,8,200.0,-3.104,55.171
16714,Application Submitted,30.0,,6.0,5,200.0,-4.273,55.74
16751,Awaiting Construction,,,,3,86.0,-6.847,57.933
16784,Application Submitted,78.0,,6.0,13,180.0,-4.16,57.341
16792,Application Submitted,0.8,,0.8,1,84.0,-2.336,57.417
16795,Application Submitted,100.0,,5.0,20,149.9,-4.406,55.324
16862,Application Submitted,33.6,,5.6,6,250.0,-4.049,55.396
16878,Application Submitted,43.2,,7.2,6,200.0,-3.217,57.604
16929,Awaiting Construction,0.23,,0.23,1,,-1.265,54.716
16930,Application Submitted,79.2,,7.2,11,200.0,-5.122,57.969
16937,Application Submitted,108.5,,7.2,15,250.0,-4.399,58.024
16991,Application Submitted,30.0,,7.5,4,180.0,-3.936,56.118
17017,Application Submitted,22.5,,4.5,5,149.9,-4.181,55.36
17053,Application Submitted,,,,1,77.0,-3.191,54.166
17057,Revised,0.25,,0.25,1,50.0,-2.13,57.331
17098,Awaiting Construction,0.25,,0.25,1,76.0,-3.514,54.59
17099,Application Submitted,77.0,,7.0,11,250.0,-4.424,57.597
17112,Application Submitted,,,,1,81.0,-5.829,54.52
17113,Awaiting Construction,,,,1,64.0,-2.907,59.29
17116,Awaiting Construction,,,,1,,-6.174,54.782
17126,Awaiting Construction,0.5,,0.5,1,45.0,-6.577,55.123
17132,Awaiting Construction,4.1,,4.1,1,142.5,-3.417,58.402
17133,Awaiting Construction,4.1,,4.1,1,142.5,-3.417,58.402
17145,Application Submitted,,,,13,200.0,-4.248,57.696
17147,Application Submitted,144.0,,7.2,20,230.0,-4.508,57.47
17153,Application Submitted,93.6,,7.2,13,200.0,-2.93,55.376
17164,Application Submitted,,,,1,50.0,-7.391,54.838
17249,Application Submitted,7.0,,7.0,1,200.0,-4.646,55.586
17257,Application Submitted,0.6,,0.6,1,62.0,-6.249,54.423
17318,Application Submitted,0.6,,,1,,inf,inf
17336,Awaiting Construction,0.23,,,,76.0,-3.571,54.5
17368,Application Submitted,24.0,,4.8,5,150.0,-4.334,53.251
17370,Awaiting Construction,0.5,,0.5,1,49.5,-2.905,58.914
17379,Application Submitted,,,,,120.0,-2.143,57.318
17400,Awaiting Construction,0.22,,0.22,1,45.0,-2.64,56.257
17425,Application Submitted,,,,1,40.0,-6.811,54.453
17426,Application Submitted,,,,1,62.0,-6.181,54.428
17434,Awaiting Construction,,,,,,-2.972,58.962
17438,Application Submitted,191.0,,6.6,20,230.0,-4.546,57.956
17461,Application Submitted,,,,,,-7.0,54.598
17480,Application Submitted,30.4,,3.8,8,200.0,-3.342,51.602
17510,Application Submitted,9.6,,4.8,2,149.9,-1.274,60.457
17538,Application Submitted,0.9,,0.9,1,67.0,-2.799,55.898
17557,Application Submitted,120.0,,7.2,13,240.0,-3.659,55.333
17575,Application Submitted,28.8,,4.8,6,149.9,-4.645,57.355
17620,Application Submitted,2.0,,2.0,1,125.0,-2.408,51.178
17627,Application Submitted,16.8,,4.2,4,149.9,-6.855,55.069
17672,Awaiting Construction,99.9,,5.7,17,180.0,inf,inf
17689,Awaiting Construction,0.23,,0.23,1,67.0,-4.968,51.991
17698,Awaiting Construction,0.5,,0.5,1,55.0,-1.44,51.323
17712,Awaiting Construction,0.5,,0.5,1,77.0,-4.124,52.213
17715,Awaiting Construction,0.23,,0.23,1,75.0,-2.123,57.493
17721,Awaiting Construction,0.3,,0.3,1,75.0,-2.747,57.505
17723,Awaiting Construction,0.3,,0.3,1,75.0,-2.28,56.915
17774,Awaiting Construction,0.23,,0.23,1,76.0,-2.17,53.841
17799,Awaiting Construction,2.3,,2.3,1,100.0,-1.184,60.167
17821,Awaiting Construction,,,,2,54.0,-3.879,55.659
17825,Application Submitted,0.3,,,,,-7.499,54.808
17828,Awaiting Construction,1.0,,1.0,1,77.0,-5.135,50.167
17841,Awaiting Construction,0.25,,0.25,1,91.0,-0.142,52.511
17980,Application Submitted,2.5,,2.5,1,125.0,-2.766,53.528
18043,Awaiting Construction,0.23,,0.23,1,,-4.371,51.894
18071,Awaiting Construction,0.33,,0.33,1,74.0,-2.559,51.218
18076,Revised,0.22,,0.22,1,102.0,-4.491,51.964
18147,Application Submitted,,,,1,40.5,-6.786,54.551
18149,Awaiting Construction,1.0,,1.0,1,80.0,-2.991,52.481
18325,Application Submitted,,,,,,-3.317,58.312
18380,Application Submitted,,,,1,55.0,-6.652,54.947
18442,Application Submitted,,,,1,50.0,-7.554,54.716
18443,Application Submitted,,,,1,41.5,-7.597,54.382
18444,Application Submitted,,,,1,55.0,-7.378,54.488
18445,Application Submitted,0.2,,0.2,1,,-6.685,54.692
18456,Application Submitted,,,,1,76.0,-4.436,50.793
18494,Application Submitted,147.0,,7.0,21,250.0,-3.823,56.547
18507,Application Submitted,,,,1,,-7.574,54.726
18545,Application Submitted,2.0,,2.0,1,125.0,-2.257,50.755
18553,Application Submitted,,,,,,-7.839,54.333
18555,Application Submitted,0.23,,0.23,1,45.0,-2.601,57.629
18596,Application Submitted,,,,1,76.0,-6.314,55.184
18609,Awaiting Construction,0.23,,,2,,-0.408,54.054
18627,Application Submitted,,,,1,,-6.173,54.85
18628,Application Submitted,,,,1,,-7.8,54.346
18629,Application Submitted,,,,1,,-7.369,54.616
18631,Awaiting Construction,,,,2,125.0,-2.386,51.485
18659,Awaiting Construction,0.45,,0.23,2,46.0,-0.881,53.891
18712,Application Submitted,2.0,,2.0,1,100.0,-3.128,58.938
18754,Application Submitted,24.0,,8.0,3,180.0,-2.288,55.867
18760,Awaiting Construction,,,,1,54.5,-0.411,54.055
18774,Application Submitted,,,,1,76.0,-4.794,51.685
18792,Awaiting Construction,0.45,,0.25,2,46.0,-0.433,54.077
18796,Application Submitted,4.2,,4.2,1,108.7,-2.625,53.653
18814,Application Submitted,2.3,,2.3,1,140.0,-1.531,54.723
18828,Awaiting Construction,0.2,,0.2,1,49.5,-2.207,55.881
18882,Application Submitted,1.0,,1.0,1,100.0,-2.171,57.513
18893,Awaiting Construction,8.52,,4.26,2,149.9,-3.48,58.47
18910,Application Submitted,14.4,,4.8,3,149.9,-2.66,57.404
18979,Awaiting Construction,0.5,,0.5,1,74.0,-0.052,52.435
18994,Awaiting Construction,0.22,,0.22,1,64.0,-4.491,51.964
19129,Awaiting Construction,0.23,,0.23,1,46.0,-0.345,54.073
19173,Application Submitted,85.0,,,,,-3.207,57.527
19258,Application Submitted,24.0,,4.8,5,180.0,-2.757,59.213
19273,Application Submitted,0.85,,0.85,1,,-6.461,54.341
19294,Application Submitted,,,,1,81.15,-6.968,54.651
19384,Application Submitted,0.3,,0.3,1,,-7.119,54.895
19396,Application Submitted,,,,1,90.0,0.574,52.118
19399,Application Submitted,4.26,,4.26,1,149.9,-1.203,54.645
19400,Application Submitted,,,,1,,-6.071,54.404
19465,Application Submitted,19.96,,4.99,4,180.0,-3.78,55.848
19479,Awaiting Construction,0.25,,0.25,1,45.0,-0.479,54.105
19480,Awaiting Construction,0.25,,0.25,1,45.0,-0.626,54.054
19493,Application Submitted,64.8,,,,,-5.692,55.58
19511,Application Submitted,4.26,,4.26,1,149.9,-3.388,58.556
19514,Application Submitted,,,,1,35.5,-6.784,54.794
19535,Application Submitted,34.0,,,7,180.0,-3.15,51.699
19577,Application Submitted,72.0,,7.2,10,230.0,-2.508,55.883
19667,Awaiting Construction,0.25,,0.25,1,55.0,-0.613,53.923
19715,Awaiting Construction,250.0,,125.0,2,45.0,-0.417,54.085
19749,Application Submitted,1.0,,1.0,1,67.0,-2.13,57.331
19775,Application Submitted,1.0,,1.0,1,100.0,-0.727,52.443
19788,Awaiting Construction,0.25,,,1,45.0,-0.633,53.862
19819,Application Submitted,0.85,,0.43,2,86.0,-1.271,52.619
19840,Application Submitted,0.75,,0.25,3,45.0,-4.273,52.991
19861,Application Submitted,0.15,,0.15,1,30.0,-5.568,54.56
19866,Awaiting Construction,0.25,,0.25,1,45.0,-0.314,54.15
19873,Application Submitted,0.23,,0.23,1,31.5,-0.341,54.215
19930,Application Submitted,0.23,,0.23,1,,-5.676,50.07
19939,Awaiting Construction,0.22,,0.22,1,46.0,-0.882,53.29
19946,Application Submitted,0.45,,0.23,2,101.5,-3.615,51.548
19950,Application Submitted,0.22,,0.22,1,43.5,-3.932,54.799
19956,Awaiting Construction,0.23,,,,,-0.469,54.162
19960,Application Submitted,,,,,,-6.014,54.303
19968,Awaiting Construction,0.5,,0.23,2,46.0,-0.479,54.105
19969,Awaiting Construction,0.5,,0.23,2,46.0,-0.521,54.066
19990,Application Submitted,,,,1,77.0,-3.482,52.655
19994,Awaiting Construction,0.23,,0.23,1,46.0,-0.636,53.846
20027,Awaiting Construction,0.25,,0.25,1,,-7.414,54.832
20030,Awaiting Construction,0.25,,0.25,1,40.0,-0.147,53.856
20039,Application Submitted,0.25,,0.25,1,,-0.525,54.134
20049,Awaiting Construction,0.25,,0.25,1,45.0,-0.361,54.097
20111,Awaiting Construction,0.5,,0.5,1,59.9,-0.445,54.022
20169,Application Submitted,,,,1,100.0,0.859,51.676
20185,Application Submitted,,,,1,149.0,-0.656,53.612
20216,Application Submitted,4.2,,4.2,1,149.0,-2.258,57.363
20271,Awaiting Construction,,,,,,-5.857,54.358
20276,Application Submitted,0.22,,0.22,1,,-0.526,54.108
20293,Application Submitted,0.22,,0.22,1,46.0,-0.203,53.96
20353,Application Submitted,0.25,,,,,0.318,52.78
20354,Application Submitted,0.23,,,,,-4.318,51.75
20380,Application Submitted,0.25,,0.25,1,55.0,-0.106,53.763
20387,No Application Required,13.2,,6.6,2,180.0,-3.328,58.347
20425,Application Submitted,0.22,,0.22,1,46.0,-0.769,53.241
20441,Application Submitted,4.3,,4.3,1,134.0,-4.816,50.359
20454,Application Submitted,0.25,,0.25,1,55.0,-0.074,53.763
20515,Application Submitted,,,,2,135.0,-4.83,50.384
20523,Application Submitted,0.25,,0.25,1,45.0,-3.372,54.818
20539,Application Submitted,0.25,,0.25,1,59.0,-7.341,54.793
20547,Application Submitted,,,,1,46.0,-3.64,52.435
20549,Application Submitted,1.6,,0.8,2,76.5,-2.543,57.143
20551,Application Submitted,4.8,,4.8,1,149.9,-4.427,58.063
20565,Application Submitted,,,,1,46.0,-6.753,55.078
20566,Application Submitted,,,,1,76.5,-6.845,54.373
20622,Application Submitted,10.0,,5.0,2,107.0,-1.348,60.389
20651,Application Submitted,49.9,,,6,200.0,-4.186,55.394
